audio_id	sentence
220813-165251_loz_969_elicit_1	ni mu yeriselize kuli ha ni feza ku laula ni mu laeze ku ndatahe ye ni utwile 
220813-165251_loz_969_elicit_2	kuli na ni linkwana za kwai za lekisa 
220813-165251_loz_969_elicit_3	litaula za hae ha linze li hasani ewalo 
220813-165251_loz_969_elicit_4	siyongili a bulola a li ndate njekwa ha kuna so ni ka ku kataleza 
220813-165251_loz_969_elicit_5	kono tuli ni haiba munwana wa ka ki wo u ka u puma 
220813-165251_loz_969_elicit_6	na bons siyongil a kala ku supa supa itaula za hae ni ku bulelela 
220813-165251_loz_969_elicit_7	mwa tasi a nze a taluseza bo ndato njokwa sa swell mwa 
220813-165251_loz_969_elicit_8	aula ai mulikan a hao yo ya tulisisalikomu za hao u ngile 
220813-165251_loz_969_elicit_9	kkomu ye ye u iponela ili wena ku fa munyan a hae yo kull a 
220813-165251_loz_969_elicit_10	fitise kwa linyalo la muhulwan a yo fo siyongili a ni supa ka 
220813-165251_loz_969_elicit_11	munwana mi ka ku bona mwa pakateal manda ni lifaha ni 
220813-165251_loz_969_elicit_12	muulu na kala ku kenelwa ki sabo ye tuna mane na kala ku zamaya ni milli kwa toho 
220813-165251_loz_969_elicit_13	a feloleza a li a u boni ki yo u 
220813-165251_loz_969_elicit_14	nata komu ki yo liba kwa mutulo ya ka ku puma kuli kom 
220813-165251_loz_969_elicit_15	ya haa i shwile ki lihata u iponez ili wena siyongili sa boni ki 
220813-165251_loz_969_elicit_16	kuli komu ya hao i keni mwa linyalo 
220813-165251_loz_969_elicit_17	munna muhulu a kala ku longa longa litaula za hae ku li kutisoza mwa sipaupau 
220813-165251_loz_969_elicit_18	bo ndato njokwa ba fetuhela ku na ba li a lu ye ko kwa nde ni yo utwisisa hande 
220813-165251_loz_969_elicit_19	na zwa ni bona mi ha se lu li fa nde ba ni buza be li 
220813-165251_loz_969_elicit_20	ndataho u teni kwa nalikela 
220813-165251_loz_969_elicit_21	na alaba na li ha ba yo ba ile kwa lukulu ku isa 
220813-165251_loz_969_elicit_22	ikomu za sonda ko ba nyalela bo muyunda 
220813-165251_loz_969_elicit_23	na alaba na li ki bahulwani ba ka 
220813-165251_loz_969_elicit_24	yo ki yena ye ne ni utwile kuli beleka kwa libingi 
220813-165251_loz_969_elicit_25	u patuhane kanti za bulela siyongil ki za nit 
220813-165251_loz_969_elicit_26	cwale wena u ya kai 
220813-165251_loz_969_elicit_27	ni ya kwa njuluti ku bo ndato mbaita 
220813-165251_loz_969_elicit_28	yena yo ndate mbaita ki yena_mutu ya maswe 
220813-165251_loz_969_elicit_29	ku mu sepa ko ne ni mu sepile na mu fa likomu za ka kuli a tulisise 
220813-165251_loz_969_elicit_30	mwendi isaho u ka fumana sico sa ku utisa lubasi lwa hae hape yena u nga komu ya ka wa fanisa 
220813-165251_loz_969_elicit_31	a lu ye koo ni na ki ko ni ya ni bata ku yo mu buza hande 
220813-165251_loz_969_elicit_32	ha lu zwa fo wa zamaya ka ku akufa luli bo ndate njekwa ne ba nzompauka kwa pili 
220813-165251_loz_969_elicit_33	na inge ni ba kunkulika mwa mulaho 
220813-165251_loz_969_elicit_34	lia tokwa ku ambola se sinwi mwa nzila feela bo ndate njekwa ne ba sweli ku fumba inge ba li imi 
220813-165251_loz_969_elicit_35	luli ni ka yo mu fumana ona kafa ndate mbaita 
220813-165251_loz_969_elicit_36	haisi ni sa yo mu fumani u sa ni utwelanga kwa lizebe ni bulikani bu yo fela 
220813-165251_loz_969_elicit_37	ha lu fita mwa njulut iwa fumana bo ndate mbaita inge ba beta mufinyani 
220813-165251_loz_969_elicit_38	no ba sa ltela na kuli ba ni kakanyoze kwa yo lisaza lubasi 
220813-165251_loz_969_elicit_39	likomu zona ne se fi lukuluzwi mi ba sa ni bona feela ba ni kakanyeza ba li 
220813-165251_loz_969_elicit_40	sitai latelele muhaons lubasi 
220813-165251_loz_969_elicit_41	u ilo liseza kwa tukw a libumbu lani kwa fizulu ta mucaba kwa yo canga ni mutumbulws 
220813-165251_loz_969_elicit_42	ha ba si ka yo wiseza hande ni linzwi la bona mi bo ndate njekwa ba kalumuka bali 
220813-165251_loz_969_elicit_43	tuhela ku bulola malasambwa a hao ao u funduko u yo nga komu ya ke kwa lukulu ko 1 
=======
220813-203957_loz_969_elicit_0	batu ba nyema hahulu mane ba ba isa ku mulena ku y o zekiswa 
220813-203957_loz_969_elicit_1	mulena a li ku bona mu tile mi mu nunile kakuli ne munze mu icela lico ze ne mu filwe ku libelela 
220813-203957_loz_969_elicit_2	ha ni na ku mi bulaya kono ni ta mi luta tuto ye mu sike mwa libala 
220813-203957_loz_969_elicit_3	ni ta mi fetula lifolofolo ze bata ku swana ni batu 
220813-203957_loz_969_elicit_4	kono batu ba ta mi lelekisa mwa minzi ya bona kakuli mu ta ba masholi ku ya ku ile 
220813-203957_loz_969_elicit_5	mu ta pila mwa mushitu maliha luna lu nze lu ikola mulilo 
220813-203957_loz_969_elicit_6	mu ta ya cwalo mwa kubo ya mubu mu sa pili ni luna 
220813-203957_loz_969_elicit_7	masholi ba ba fetulwa linjoko mi ha ba bona bumaswe bwa libupeho za bona ba kenelwa ki maswabi a matuna 
220813-203957_loz_969_elicit_8	mane ba yo i pata mwa mushitu 
220813-203957_loz_969_elicit_9	haiba mutu a ya mwa mishitu ya africa u ta fumana kuli kamita bo kokoñu ni pizi ya mwa naheni ki balikani ba batuna 
220813-203957_loz_969_elicit_10	mi ba zamaya hamoho mwa mutapi u limunwi 
220813-203957_loz_969_elicit_11	ka zazi le liñwi pizi ya kupa lifolofolo ze nwi kuli li i tuse kwa ku bulaya kwena kakuli ne i feza lifolofolo 
220813-203957_loz_969_elicit_12	lifolofolo za hana kakuli ne li saba kwena 
220813-203957_loz_969_elicit_13	kwa mafelelezo kokoñu ya li ni ta tusa haiba u lumela muhupulo wa ka 
220813-203957_loz_969_elicit_14	muhupulo wa hao ki ufi pizi ya buza 
220813-203957_loz_969_elicit_15	kokoñu ya alaba ya li lu nwe mezi kaufela a mwa lisa mo kuli lu kone ku bona kwena ni ku i bulaya 
220813-203957_loz_969_elicit_16	pizi ya li kimulelo o munde 
220813-203957_loz_969_elicit_17	mi za kala ku nwa mezi 
220813-203957_loz_969_elicit_18	kwena ye manyalu ha i bona se si ezahala ya zwa mwa lisa kapili pili mi ya landamanena kwa nuka ye ne li fa kaufi 
220813-203957_loz_969_elicit_19	kokonu ni pizi za i swala za kala ku i lumaka ni ku i lahaka 
220813-203957_loz_969_elicit_20	kapili ya ba ni litombo mi ya nyema hahulu kakuli miteni yeo ne i na ni litalo le linde le li bunolo nolo 
220813-203957_loz_969_elicit_21	zai lumaka hahulu mane mayayu a yema fa mubili wa yona kaufela mi a bile ona makakalapa a maswe a i na ni ona kacenu 
220813-203957_loz_969_elicit_22	kwa mafelelezo kwena ya yo fita kwa nuka kono litalo la yona ne li se li sinychile 
220813-203957_loz_969_elicit_23	ku tuha foo kokoñu ni pizi li bile balikani 
220813-203957_loz_969_elicit_24	ha li ya kwa ku nwa mezi kwa nuka li tokomela hahulu kuli li sike za swalwa ki kwena 
220813-203957_loz_969_elicit_25	kakuli i li swalezi sikoloti sa ku i iwanisa 
220813-203957_loz_969_elicit_26	kwa simuluho sipulumuki ne si sina mibala mi ne si se sine sina mo si inezi kacenu 
220813-203957_loz_969_elicit_27	ka zazi le linwi sipulu muki sa bona linyunywani za mafufa a mibala ye miñata ye minde 
220813-203957_loz_969_elicit_28	sa komoka hahulu kuli mane sa ya ku zona ku yo li buza ko li fumani mafufa a mande 
220813-203957_loz_969_elicit_29	linyunywani za alaba za li zamaya u yo buza liba li ku bonise ko ku bulukwa mibala ye minde 
220813-203957_loz_969_elicit_30	sipulumuki sa eza sina mo ne si bulelezwi mi sa kupa liba kuli a si base mibalabala ye minde 
220813-203957_loz_969_elicit_31	liba la li ni ta ku tusa 
220813-203957_loz_969_elicit_32	ha u bona tembwe nambwamutalati mwa li halimu u tahe kuna hape mi ni ta ku isa kwa teñi 
220813-203957_loz_969_elicit_33	kanako ye nwi ha ku se ku ba ni tembwe mwa halimu 
220813-203957_loz_969_elicit_34	sipulumuki sa kuta mi sa ya ni tumbombo ni bo handatuti ba ba ne ba bata ku basiwa 
220813-203957_loz_969_elicit_35	liba la li mu swanezi ku ni swala mwa mulala mi ni ta mi fufisa ni ku mi isa ku tembwe 
220813-203957_loz_969_elicit_36	sipulumuki ni bo tumbombo za eza cwalo mi liba la fufa ku yo kena mwa tembwe ni ku kuta 
220813-203957_loz_969_elicit_37	sipulumuki wale sa ba ni mibala ye minde ni tumbombo cwalo 
220813-203957_loz_969_elicit_38	kono ka maswabi ne ku sina wa ku zona ya na tapile kwa mahutu ba si ka itingeta kale mwa mulala wa liba 
220813-203957_loz_969_elicit_39	mubala o munsu wa masila a zona wa siyala mwa mulala waliba mi u sa bonahala ni kacenu 
220813-203957_loz_969_elicit_40	kono liba ha li bilaeli kakuli u bonisa lifasi kaufela kuli ne li lona le ne li tusize sipulumuki ku ba se sinde 
220813-203957_loz_969_elicit_41	ku bulelwa kuli kamita munna ki mutu ya pepelwa makandauko ku fita musali 
220813-203957_loz_969_elicit_42	luli hañata ku cwalo kono ha ki munna kaufela ya kandaukile ku fita musali 
220813-203957_loz_969_elicit_43	bashemi ba hae ha pepwa ne ba itumba ka yena ba sa zibi kuli mikwa ya hae i ta ba ye komokisa sina sifateho sa hae sene ba buha nako ni nako 
220813-203957_loz_969_elicit_44	kamuyongole na pepezwi mwa sikiliti sa mongu ili mwa silalo sa makuku mwa munzi o bizwa sikupi 
220813-203957_loz_969_elicit_45	bashemi ba hae bubeli bwa bona hakuna ya na keni sikolo 
220813-203957_loz_969_elicit_46	kono ne kuli cwalo ndatahe manyando na tabela kuli mwan a hae a kene sikolo 
220813-203957_loz_969_elicit_47	kakuli likomu li ta liswa ki punga muhulwan a kamuyongole 
220813-203957_loz_969_elicit_48	a mano kena sikolo ka 1936 kamuyongole a kona ku fita mwa standard il ka 1941 
220813-203957_loz_969_elicit_0	batu ba nyema hahulu mane ba ba isa ku mulena ku y o zekiswa 
220813-203957_loz_969_elicit_1	mulena a li ku bona mu tile mi mu nunile kakuli ne munze mu icela lico ze ne mu filwe ku libelela 
220813-203957_loz_969_elicit_2	ha ni na ku mi bulaya kono ni ta mi luta tuto ye mu sike mwa libala 
220813-203957_loz_969_elicit_3	ni ta mi fetula lifolofolo ze bata ku swana ni batu 
220813-203957_loz_969_elicit_4	kono batu ba ta mi lelekisa mwa minzi ya bona kakuli mu ta ba masholi ku ya ku ile 
220813-203957_loz_969_elicit_5	mu ta pila mwa mushitu maliha luna lu nze lu ikola mulilo 
220813-203957_loz_969_elicit_6	mu ta ya cwalo mwa kubo ya mubu mu sa pili ni luna 
220813-203957_loz_969_elicit_7	masholi ba ba fetulwa linjoko mi ha ba bona bumaswe bwa libupeho za bona ba kenelwa ki maswabi a matuna 
220813-203957_loz_969_elicit_8	mane ba yo i pata mwa mushitu 
220813-203957_loz_969_elicit_9	haiba mutu a ya mwa mishitu ya africa u ta fumana kuli kamita bo kokoñu ni pizi ya mwa naheni ki balikani ba batuna 
220813-203957_loz_969_elicit_10	mi ba zamaya hamoho mwa mutapi u limunwi 
220813-203957_loz_969_elicit_11	ka zazi le liñwi pizi ya kupa lifolofolo ze nwi kuli li i tuse kwa ku bulaya kwena kakuli ne i feza lifolofolo 
220813-203957_loz_969_elicit_12	lifolofolo za hana kakuli ne li saba kwena 
220813-203957_loz_969_elicit_13	kwa mafelelezo kokoñu ya li ni ta tusa haiba u lumela muhupulo wa ka 
220813-203957_loz_969_elicit_14	muhupulo wa hao ki ufi pizi ya buza 
220813-203957_loz_969_elicit_15	kokoñu ya alaba ya li lu nwe mezi kaufela a mwa lisa mo kuli lu kone ku bona kwena ni ku i bulaya 
220813-203957_loz_969_elicit_16	pizi ya li kimulelo o munde 
220813-203957_loz_969_elicit_17	mi za kala ku nwa mezi 
220813-203957_loz_969_elicit_18	kwena ye manyalu ha i bona se si ezahala ya zwa mwa lisa kapili pili mi ya landamanena kwa nuka ye ne li fa kaufi 
220813-203957_loz_969_elicit_19	kokonu ni pizi za i swala za kala ku i lumaka ni ku i lahaka 
220813-203957_loz_969_elicit_20	kapili ya ba ni litombo mi ya nyema hahulu kakuli miteni yeo ne i na ni litalo le linde le li bunolo nolo 
220813-203957_loz_969_elicit_21	zai lumaka hahulu mane mayayu a yema fa mubili wa yona kaufela mi a bile ona makakalapa a maswe a i na ni ona kacenu 
220813-203957_loz_969_elicit_22	kwa mafelelezo kwena ya yo fita kwa nuka kono litalo la yona ne li se li sinychile 
220813-203957_loz_969_elicit_23	ku tuha foo kokoñu ni pizi li bile balikani 
220813-203957_loz_969_elicit_24	ha li ya kwa ku nwa mezi kwa nuka li tokomela hahulu kuli li sike za swalwa ki kwena 
220813-203957_loz_969_elicit_25	kakuli i li swalezi sikoloti sa ku i iwanisa 
220813-203957_loz_969_elicit_26	kwa simuluho sipulumuki ne si sina mibala mi ne si se sine sina mo si inezi kacenu 
220813-203957_loz_969_elicit_27	ka zazi le linwi sipulu muki sa bona linyunywani za
>>>>>>> edf2351ddc0c6888f396b8dc3df5051032431481
